league,name,country,matches,total_yellow_cards,total_red_cards,avg_yellow_per_match,avg_red_per_match,avg_goals_per_match,avg_fouls_per_match,career_games,career_yellow_cards,career_red_cards
arabia_saudita_pro_league_2026_2027,Kirill Levnikov,Russia,3,9,0,3.0,0.0,4.0,20.3,271,1182,32
arabia_saudita_pro_league_2026_2027,Abdulsamad Ali Bakri,Saudi Arabia,2,10,0,5.0,0.0,3.0,30.5,2,12,0
arabia_saudita_pro_league_2026_2027,Andris Treimanis,Latvia,2,9,0,4.5,0.0,2.5,24.5,132,632,10
arabia_saudita_pro_league_2026_2027,Facundo Raul Tello Figueroa,Argentina,2,7,0,3.5,0.0,2.5,20.0,350,1872,74
arabia_saudita_pro_league_2026_2027,Georgi Kabakov,Bulgaria,2,10,1,5.0,0.5,2.0,15.5,339,1899,37
arabia_saudita_pro_league_2026_2027,Horatiu Fesnic,Romania,2,7,1,3.5,0.5,4.5,23.5,279,1438,36
arabia_saudita_pro_league_2026_2027,Irfan Peljto,Bosnia & Herzegovina,2,11,4,5.5,2.0,5.0,31.5,114,512,14
arabia_saudita_pro_league_2026_2027,Luís Godinho,Portugal,2,5,0,2.5,0.0,4.0,17.5,351,1858,49
arabia_saudita_pro_league_2026_2027,Mohamed Al Smaail,Saudi Arabia,2,4,1,2.0,0.5,1.5,21.5,2,4,1
arabia_saudita_pro_league_2026_2027,Rade Obrenovič,Slovenia,2,7,1,3.5,0.5,1.5,23.5,263,1124,20
arabia_saudita_pro_league_2026_2027,Raed Ali Al-Zahrani,Saudi Arabia,2,10,1,5.0,0.5,1.0,28.5,2,11,0
arabia_saudita_pro_league_2026_2027,Ricardo De Burgos Bengoetxea,Spain,2,6,1,3.0,0.5,2.0,20.0,360,1648,45
arabia_saudita_pro_league_2026_2027,Serdar Gozubuyuk,Netherlands,2,7,0,3.5,0.0,4.5,23.0,490,1758,51
arabia_saudita_pro_league_2026_2027,Sven Jablonski,Germany,2,6,0,3.0,0.0,4.0,20.5,324,1248,22
arabia_saudita_pro_league_2026_2027,Alejandro Muñiz Ruiz,Spain,1,4,2,4.0,2.0,6.0,17.0,157,796,42
arabia_saudita_pro_league_2026_2027,Alireza Faghani,Australia,1,2,0,2.0,0.0,6.0,27.0,235,955,16
arabia_saudita_pro_league_2026_2027,Amin Mohamed Omar,Egypt,1,0,1,0.0,1.0,4.0,18.0,15,40,2
arabia_saudita_pro_league_2026_2027,César Ramos Palazuelos,Mexico,1,6,1,6.0,1.0,4.0,28.0,365,1593,94
arabia_saudita_pro_league_2026_2027,Clement Turpin,France,1,6,0,6.0,0.0,1.0,25.0,525,1774,103
arabia_saudita_pro_league_2026_2027,Cristian Garay,Chile,1,4,0,4.0,0.0,1.0,23.0,203,888,53
arabia_saudita_pro_league_2026_2027,Danny Makkelie,Netherlands,1,1,0,1.0,0.0,3.0,17.0,582,1985,59
arabia_saudita_pro_league_2026_2027,Dario Herrera,Argentina,1,5,0,5.0,0.0,2.0,20.0,474,2566,101
arabia_saudita_pro_league_2026_2027,Florian Badstubner,Germany,1,9,1,9.0,1.0,1.0,32.0,308,1151,27
arabia_saudita_pro_league_2026_2027,François Letexier,France,1,3,1,3.0,1.0,4.0,18.0,342,1374,64
arabia_saudita_pro_league_2026_2027,Glenn Nyberg,Sweden,1,0,0,0.0,0.0,3.0,17.0,381,1249,23
arabia_saudita_pro_league_2026_2027,Gustavo Tejera,Uruguay,1,0,0,0.0,0.0,6.0,16.0,268,1344,40
arabia_saudita_pro_league_2026_2027,Harm Osmers,Germany,1,4,0,4.0,0.0,4.0,22.0,359,1509,33
arabia_saudita_pro_league_2026_2027,Iván Barton,El Salvador,1,6,0,6.0,0.0,1.0,25.0,67,319,16
arabia_saudita_pro_league_2026_2027,Ivan Kružliak,Slovakia,1,2,0,2.0,0.0,1.0,23.0,338,1689,34
arabia_saudita_pro_league_2026_2027,Javier Alberola Rojas,Spain,1,3,0,3.0,0.0,3.0,20.0,265,959,28
arabia_saudita_pro_league_2026_2027,Jesus Gil Manzano,Spain,1,1,0,1.0,0.0,6.0,33.0,439,2224,54
arabia_saudita_pro_league_2026_2027,José Luis Munuera Montero,Spain,1,4,1,4.0,1.0,3.0,22.0,304,1401,54
arabia_saudita_pro_league_2026_2027,Juan Martinez Munuera,Spain,1,3,0,3.0,0.0,4.0,21.0,339,1624,42
arabia_saudita_pro_league_2026_2027,Kevin Ortega,Peru,1,9,0,9.0,0.0,5.0,37.0,236,1308,55
arabia_saudita_pro_league_2026_2027,Mario Escobar,Guatemala,1,6,0,6.0,0.0,2.0,19.0,64,243,10
arabia_saudita_pro_league_2026_2027,Mohammed Hassan Al-Shahrani,Saudi Arabia,1,4,0,4.0,0.0,1.0,27.0,,,
arabia_saudita_pro_league_2026_2027,Nicolas Ramirez,Argentina,1,3,1,3.0,1.0,2.0,19.0,143,889,34
arabia_saudita_pro_league_2026_2027,Omar Abdulkadir Artan,Somalia,1,3,0,3.0,0.0,5.0,17.0,10,27,1
arabia_saudita_pro_league_2026_2027,Radu Marian Petrescu,Romania,1,1,0,1.0,0.0,4.0,24.0,344,1566,33
arabia_saudita_pro_league_2026_2027,Raphael Claus,Brazil,1,6,0,6.0,0.0,4.0,27.0,392,1697,57
arabia_saudita_pro_league_2026_2027,Sami Al Jires,Saudi Arabia,1,8,0,8.0,0.0,1.0,23.0,8,30,0
arabia_saudita_pro_league_2026_2027,Sandro Schärer,Switzerland,1,5,0,5.0,0.0,5.0,24.0,349,1577,33
arabia_saudita_pro_league_2026_2027,Sergey Ivanov,Russia,1,4,0,4.0,0.0,6.0,24.0,286,1246,29
arabia_saudita_pro_league_2026_2027,Sergey Karasev,Russia,1,2,0,2.0,0.0,5.0,10.0,369,1533,46
arabia_saudita_pro_league_2026_2027,Slavko Vinčić,Slovenia,1,5,0,5.0,0.0,2.0,26.0,376,1568,37
arabia_saudita_pro_league_2026_2027,Szymon Marciniak,Poland,1,4,0,4.0,0.0,1.0,30.0,575,2446,57
arabia_saudita_pro_league_2026_2027,Tamas Bognar,Hungary,1,7,0,7.0,0.0,4.0,23.0,247,1128,25
arabia_saudita_pro_league_2026_2027,Urs Schnyder,Switzerland,1,2,0,2.0,0.0,6.0,17.0,322,1352,29
arabia_saudita_pro_league_2026_2027,Vassilis Fotias,Greece,1,3,0,3.0,0.0,6.0,25.0,149,707,14
arabia_saudita_pro_league_2026_2027,Wilton Pereira Sampaio,Brazil,1,2,1,2.0,1.0,1.0,19.0,405,2056,55
arabia_saudita_pro_league_2026_2027,Yael Falcon Perez,Argentina,1,4,1,4.0,1.0,0.0,22.0,220,1194,32
